,SentenceID,sentence,source,IntervsIntra,CauseEffect,implicit_vs_explicit,multiple_c_e,causal_marker,ExpTag,CE,ModelCM,EXPorIMP,sentential_scope,EvalCE,EvalModelCM,EvalEXPorIMP,Evalsentential_scope,Model,Prompt style,Score,CauseEffect_checked,CauseEffect_is_list
384753,2074.0,This occurs because cocaine 's absorption is slowed by its constricting effect on the blood vessels of the nose .,medcaus.csv,Intrasentencial,"[(""cocaine 's absorption is slowed by its constricting effect on the blood vessels of the nose"", 'This occurs'), (nan, nan)]",explicit,Yes,"['cause', 'effect', 'because']",2e,"[(""cocaine's absorption is slowed"", 'its constricting effect on the blood vessels of the nose')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
384889,2013.0,"""The supporting cells contain chemosensors , which , together with the mechanoreceptor on the cnidocyte ( cnidocil ) , allow only the right combination of stimuli to cause discharge , such as prey swimming , and chemicals found in prey cuticle or cuteous tissue .""",medcaus.csv,Intrasentencial,"[('`` The supporting cells contain , , together with the mechanoreceptor on the -LRB- , allow only the right combination of', 'cause , such as prey , and chemicals found in prey cuticle or cuteous'), (nan, nan)]",explicit,Yes,['cause'],2e,"[('the supporting cells contain chemosensors and the mechanoreceptor on the cnidocyte (cnidocil)', 'only the right combination of stimuli to cause discharge'), ('prey swimming, and chemicals found in prey cuticle or cuteous tissue', 'cause discharge')]",,"['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
384921,2006.0,"""Studies have shown iron deficiency without anemia causes poor school performance and lower IQ in teenage girls , although this may be due to socioeconomic factors .""",medcaus.csv,Intrasentencial,"[(nan, nan), ('be', nan)]",explicit,Yes,"['cause', 'causes', 'due to']",2e,"[('iron deficiency without anemia', 'poor school performance and lower IQ in teenage girls'), ('this', 'due to socioeconomic factors')]",,"['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
385327,2070.0,This happens because the cells that are floating loosely on top of the stromal cells are spherical and thus refractile .,medcaus.csv,Intrasentencial,"[(nan, nan), ('the cells that are floating loosely on top of the stromal cells are spherical and thus refractile', 'This happens')]",explicit,Yes,"['cause', 'because']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Qwen2.5-7B-Instruct,Least To Most,,,False
385842,2016.0,"""This is likely due to constriction of the afferent arteriole of the glomerulus , resulting in decreased glomerular filtration rate and clearance .""",medcaus.csv,Intrasentencial,"[(nan, nan), (nan, '`` This')]",explicit,Yes,"['resulting', 'due to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Qwen2.5-7B-Instruct,Least To Most,,,False
386037,1984.0,"""For example , during pregnancy a woman 's RBC mass is normal but because of an increase in blood volume the hemoglobin and hematocrit are diluted and thus decreased .""",medcaus.csv,Intrasentencial,"[('of an increase in blood', 'volume the hemoglobin and hematocrit are diluted and thus'), (nan, nan)]",explicit,Yes,"['cause', 'because']",2e,"[('an increase in blood volume', 'hemoglobin and hematocrit are diluted and thus decreased')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
386125,2026.0,Bacteria that cause pus are called pyogenic .,medcaus.csv,Intrasentencial,"[(nan, nan), ('Bacteria are called pyogenic', 'pus')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect,Qwen2.5-7B-Instruct,Least To Most,,,False
386132,2068.0,This causes different tissues to develop in different ways .,medcaus.csv,Intrasentencial,"[('This', 'different tissues to develop in different ways'), (nan, nan)]",explicit,Yes,"['cause', 'causes']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Qwen2.5-7B-Instruct,Least To Most,,,False
386237,2023.0,A common but untrue belief is that the smoking of cocaine chemically breaks down tooth enamel and causes tooth decay .,medcaus.csv,Intrasentencial,"[(nan, nan), ('the smoking of cocaine', 'tooth decay')]",explicit,Yes,"['cause', 'causes']",2e,"[('the smoking of cocaine', 'chemically breaks down tooth enamel and causes tooth decay')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
386296,1978.0,"""Although many plants do prefer slightly basic soil ( including vegetables like cabbage and fodder like buffalo grass ) , most plants prefer a mildly acidic soil ( with pHs between 6.0 and 6.8 ) , and alkaline soils can cause problems .""",medcaus.csv,Intrasentencial,"[('and alkaline', nan), ('and alkaline', 'cause')]",explicit,Yes,['cause'],2e,"[('alkaline soils', 'cause problems')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
386657,2072.0,This is because the malignant thymus is incapable of appropriately educating developing thymocytes to eliminate self - reactive T cells .,medcaus.csv,Intrasentencial,"[(nan, nan), ('the malignant thymus is incapable of appropriately educating developing thymocytes to eliminate self - reactive T cells', 'This is')]",explicit,Yes,"['cause', 'because']",2e,"[('the malignant thymus is incapable of appropriately educating developing thymocytes to eliminate self-reactive T cells', 'This is because the malignant thymus is incapable of appropriately educating developing thymocytes to eliminate self-reactive T cells')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
386715,801.0,Although infection with Hepatocystis does not normally cause fever it may cause anaemia in the host .,medcaus.csv,Intrasentencial,"[('infection with Hepatocystis', nan)]",explicit,No,['cause'],2a,"[('infection with Hepatocystis', 'anaemia in the host')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
386780,2058.0,Tests for autoantibodies associated with morphea have shown results in higher frequencies of anti - histone and anti - topoisomerase IIa antibodies .,medcaus.csv,Intrasentencial,"[('Tests for autoantibodies associated with morphea have shown', 'in higher frequencies of anti - histone and anti - topoisomerase IIa antibodies'), (nan, nan)]",explicit,Yes,['results in'],2e,,,[],[],0.0,incorrect,incorrect,incorrect,Qwen2.5-7B-Instruct,Least To Most,,,False
387019,2078.0,"This results in differentiation , survival and proliferation of the erythroid cell .",medcaus.csv,Intrasentencial,"[(nan, nan), ('This', 'differentiation , survival and proliferation of the erythroid cell')]",explicit,Yes,['results in'],2e,"[('', 'differentiation, survival and proliferation of the erythroid cell')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
387269,2027.0,Bladder infections may cause reflux due to the elevated pressures associated with inflammation .,medcaus.csv,Intrasentencial,"[(nan, nan), ('Bladder infections', 'reflux')]",explicit,Yes,"['cause', 'due to']",2e,"[('Bladder infections', 'reflux')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
388055,2051.0,Rheumatic fever is caused by the antibodies created by the immune system to fight off the infection cross - reacting with other proteins in the body .,medcaus.csv,Intrasentencial,"[('the antibodies created by the immune system to fight off the infection cross - reacting with other proteins in the body', 'Rheumatic fever'), ('the antibodies created by the immune system to fight off the infection cross - reacting with other proteins in the body', nan)]",explicit,Yes,"['cause', 'caused']",2e,"[('the antibodies created by the immune system to fight off the infection', 'Rheumatic fever is caused'), ('other proteins in the body', 'cross-reacting with other proteins in the body')]",,"['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
388502,713.0,"""The generally accepted therapeutic approach is intensified multiple insulin injection therapy ; however , this may cause development of retinopathy if the blood sugars are adjusted too quickly .""",medcaus.csv,Intrasentencial,"[('`` The generally accepted therapeutic approach is intensified multiple insulin injection cause development of retinopathy if the blood sugars are adjusted too', nan)]",explicit,No,['cause'],2a,"[('intensified multiple insulin injection therapy', 'development of retinopathy')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
388545,1213.0,Generally wall mosaics have not survived in the region because of the destruction of buildings but the St. Catherine 's Monastery is exceptional .,medcaus.csv,Intrasentencial,"[(nan, 'Generally wall mosaics have not survived in the region')]",explicit,No,"['cause', 'because']",2a,"[('the destruction of buildings', 'wall mosaics have not survived in the region'), (""the St. Catherine's Monastery is exceptional"", 'wall mosaics have survived in the region')]",,"['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
388676,2069.0,This could be partly because it persists for over 11 hours in synovial fluids .,medcaus.csv,Intrasentencial,"[(nan, nan), ('it persists for over 11 hours in synovial fluids', 'This')]",explicit,Yes,"['cause', 'because']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Qwen2.5-7B-Instruct,Least To Most,,,False
388826,1997.0,"""Mechanical or thermal processing , such as bending , striking , or annealing may cause the hydrogen to precipitate out of solution , by degassing .""",medcaus.csv,Intrasentencial,"[('`` Mechanical or thermal , such as , or', 'cause the to precipitate out of'), (nan, nan)]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect,Qwen2.5-7B-Instruct,Least To Most,,,False
389273,2039.0,It can also be caused by pulmonary atelectasis ( partial or complete deflation of one or more lobes of the lungs ) as observed in asthma or pneumothorax .,medcaus.csv,Intrasentencial,"[('pulmonary atelectasis', 'It can'), (nan, nan)]",explicit,Yes,"['cause', 'caused']",2e,"[('pulmonary atelectasis', 'partial or complete deflation of one or more lobes of the lungs'), ('asthma or pneumothorax', 'It can also be caused')]",,"['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
389498,2024.0,A noise causes the tympanum to vibrate and the sound is transmitted to the middle and inner ear .,medcaus.csv,Intrasentencial,"[('A noise', 'the tympanum to vibrate'), (nan, nan)]",explicit,Yes,"['cause', 'causes']",2e,"[('A noise', 'the tympanum to vibrate and the sound is transmitted to the middle and inner ear')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
389978,2017.0,"""This is partly due to the fact that not all Urbach - Wiethe patients exhibit calcifications , but also because similar lesions can be formed from other diseases such as herpes simplex and encephalitis .""",medcaus.csv,Intrasentencial,"[('to the fact that not all Urbach - Wiethe patients exhibit but because similar lesions can be formed from other diseases such as herpes simplex and', '``'), (nan, nan)]",explicit,Yes,"['cause', 'because', 'due to']",2e,"[('not all Urbach - Wiethe patients exhibit calcifications', 'patients do not show calcifications'), ('similar lesions can be formed from other diseases such as herpes simplex and encephalitis', 'patients do not show calcifications')]",,"['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
390475,2084.0,When a frog shoots out its tongue to catch an insect it is reacting to a small moving object that it can not see well and must line it up precisely beforehand because it shuts its eyes as the tongue is extended .,medcaus.csv,Intrasentencial,"[(nan, nan), ('it shuts its eyes as the tongue is extended', 'must line it up precisely beforehand')]",explicit,Yes,"['cause', 'because']",2e,"[('When a frog shoots out its tongue to catch an insect', 'it reacts to a small moving object that it can not see well and must line it up precisely beforehand'), ('it shuts its eyes as the tongue is extended', 'it reacts to a small moving object that it can not see well and must line it up precisely beforehand')]",,"['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
390488,881.0,"""Examples are the conversion of harmless strains of Corynebacterium diphtheriae or Vibrio cholerae by bacteriophages to highly virulent ones , which cause diphtheria or cholera , respectively .""",medcaus.csv,Intrasentencial,"[('are the conversion of harmless strains of Corynebacterium diphtheriae or Vibrio cholerae by bacteriophages to highly virulent cause diphtheria or cholera ,', nan)]",explicit,No,['cause'],2a,"[('harmless strains of Corynebacterium diphtheriae or Vibrio cholerae are converted by bacteriophages', 'diphtheria or cholera'), ('harmless strains of Corynebacterium diphtheriae are converted by bacteriophages', 'diphtheria'), ('harmless strains of Vibrio cholerae are converted by bacteriophages', 'cholera')]",,"['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.0,incorrect,correct,correct,Qwen2.5-7B-Instruct,Least To Most,,,False
