S/N,sentence,source,IntervsIntra,CauseEffect,implicit_vs_explicit,multiple_c_e,causal_marker,ExpTag,CE,ModelCM,EXPorIMP,sentential_scope,EvalCE,EvalModelCM,EvalEXPorIMP,Evalsentential_scope
6694,"Although drinking coffee has a higher incidence (76%), the probability of the alarm ringing is significantly higher (47%) when coffee is drunk compared to when it isn't (14%). This indicates that the chance of ringing is greater, not smaller, when observing the act of drinking coffee.",CausalBench_Text_Part.csv,Intrasentencial,"[('""observing the act of drinking coffee"",', '""the chance of ringing is greater, not smaller""]')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
1823,"The cause of death, as stated by Mr. Kennard, was effusion on the brain produced by the heat of the weather and over-exertion.",CauseNet-cause.csv,Intrasentencial,"[('effusion_on_the_brain', 'death')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
1786,Texas families file lawsuit to block governor's order requiring cervical cancer vaccine 23 Feb 2007 A group of families has sued in an attempt to block Gov. Rick Perry's (R-Pharma-Terrorist) executive order requiring schoolgirls to be vaccinated against the virus that causes cervical cancer.,CauseNet-cause.csv,Intrasentencial,"[('virus', 'cervical_cancer')]",explicit,No,"['cause', 'causes']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
3951,Chronic daily headaches are tension headaches or <e1>headaches</e1> which are caused by taking too many <e2>pain killers</e2>.,Semeval2010Task8.csv,intrasentencial,"[('taking too many pain killers', 'headaches')]",explicit,No,['caused'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
3936,The <e1>lymphomas</e1> are caused by neoplastic <e2>proliferation</e2> of cells in the lymphoid system.,Semeval2010Task8.csv,intrasentencial,"[('neoplastic proliferation', 'lymphomas')]",explicit,No,['caused'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
7640,"Cutler Group LP lifted its position in Kforce by 200.0% during the 2nd quarter. Cutler Group LP now owns 2,400 shares of the business services provider's stock worth $84,000 after buying an additional 1,600 shares in the last quarter.",fincausal.csv,Intrasentencial,"[('cutler group lp buying an additional 1,600 shares in the last quarter.', 'cutler group lp‚Äôs position in kforce increased by 200.0%, owning 2,400 shares worth $84,000.')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
6251,"As vulnerabilities and risks associated with air carriers and commercial operators have been reduced or mitigated, terrorists may perceive that GA aircraft are more vulnerable and may view them as attractive targets.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('reduction or mitigation of vulnerabilities and risks associated with air carriers and commercial operators', 'terrorists may perceive ga aircraft as more vulnerable and attractive targets')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
6280,"Incorporation within the Order also brought security of sorts and, more importantly, the support of the Cistercian family.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('incorporation within the order', 'security of sorts'), ('incorporation within the order', 'support of the cistercian family')]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
3813,um So it 's a - it 's a fallacy that they 're doing this because um the sickest patients are n't being served .,ECI-B_CTB_EN.csv,intrasentencial,"[('the sickest patients aren‚Äôt being served', 'claimed reason for doing this is a fallacy')]",explicit,No,['because'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
2169,"Ten speakers presented new insights into human stress that may promise advances in treating and coping with anxiety-related disorders, trauma caused by war or natural disasters, and addiction.",CauseNet-cause.csv,Intrasentencial,"[('natural_disasters', 'trauma'), ('war', 'trauma')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
6341,"The domestically-focussed FTSE 250 also fell 0.6% with financials and industrials dragging the most, as most market participants were still unsure as to how the already chaotic Brexit process would now play out.",fincausal.csv,Intrasentencial,"[('uncertainty around brexit', 'fall in ftse 250')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
4529,"With the <e1>pollution</e1> caused by the <e2>buring</e2> of coal, the light-colored tree trunks became darker due to soot.",Semeval2010Task8.csv,intrasentencial,"[('burning of coal', 'pollution'), ('pollution', 'tree trunks became darker due to soot')]",explicit,Yes,"['caused', 'due to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
7974,The clouds looked dark. I brought my umbrella to work.,copa,Intersentential,"[(The clouds looked dark.), (I brought my umbrella to work.)]",implicit,No,,2d,"[('The clouds looked dark', 'I brought my umbrella to work')]",,['implicit'],['intersentential'],0.0,incorrect,correct,incorrect
8632,I stirred the sugar into the hot tea. The sugar dissolved.,copa,Intersentential,"[(I stirred the sugar into the hot tea.), (The sugar dissolved.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
2736,"Depression causes sadness, worthlessness, helplessness, negative thinking, social withdrawal and sleeping problems etc.",CauseNet-cause.csv,Intrasentencial,"[('depression', 'sadness'), ('depression', 'social_withdrawal'), ('depression', 'negative_thinking'), ('depression', 'sleeping_problems'), ('depression', 'helplessness')]",explicit,Yes,"['cause', 'causes']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
661,"""He conducted research in a series of derivatives of pyrolytic phosphorus , resulted in the preparation of the drug pyrophos and octamethyl pesticide .""",medcaus.csv,Intrasentencial,"[('`` He conducted research in a series of derivatives of pyrolytic', 'in the preparation of the drug pyrophos and octamethyl')]",explicit,No,['resulted in'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
6120,"Extending scenario 3, After the introduction of a new agricultural technology in a developing country, there was an unexpected decrease in urban migration.",causalnet.csv,Intrasentencial,"[('introduction of a new agricultural technology', 'unexpected decrease in urban migration')]",implicit,No,,2b,"[('the introduction of a new agricultural technology in a developing country', 'a decrease in urban migration')]",,['implicit'],['intrasentential'],0.0,incorrect,correct,correct
8798,"“Low-risk drug exanthems are a common cause of morbilliform eruptions in hospitals. As a result, most cases are managed without aggressive intervention. High-risk diseases sometimes produce severe eruptions. This situation requires urgent risk stratification to avoid poor outcomes.”",PubMed,Intersentential,"[(""Low-risk drug exanthems"", ""cause of morbilliform eruptions""), (""morbilliform eruptions"", ""most cases are managed without aggressive intervention""), (""High-risk diseases"", ""produce severe eruptions""), (""severe eruptions"", ""requires urgent risk stratification"")]",explicit,Yes,"""cause"", ""As a result"", ""produce"", ""requires""",2g,,,[],[],0.0,incorrect,incorrect,incorrect
7931,The woman deleted the email. The sender tried to solicit money from her.,copa,Intersentential,"[(The sender tried to solicit money from her.), (The woman deleted the email.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
8554,The man underwent emergency surgery. He suffered a heart attack.,copa,Intersentential,"[(He suffered a heart attack.), (The man underwent emergency surgery.)]",implicit,No,,2d,"[('underwent emergency surgery', 'suffered a heart attack')]",,['implicit'],['intersentential'],0.0,incorrect,correct,incorrect
655,This results in populations with lower parasite loads at the end of the migration .,medcaus.csv,Intrasentencial,"[('This', 'populations with lower parasite loads at the end of the migration')]",explicit,No,['results in'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
6211,Either action would presumably result in a collapse in the value of the dollar which wouold potentially hit China cos it has such huge dollar reserves itself.,coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('collapse in the value of dollar', 'potentially hit china')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
8741,"The meta-analysis results revealed that individuals with GD had a higher risk of CVDs (Risk Ratio (RR): 1.29). It seems that one of the important factors of this relationship is having common causes for the formation of gallstones and cardiovascular diseases. However, gallstones can be considered an important sign of increased risk of cardiovascular diseases.",PubMed,Intersentential,"[('gallstone disease', 'higher risk of CVDs'), ('common causes for the formation of gallstones and cardiovascular diseases', 'relationship between GD and CVD'), ('gallstones', 'increased risk of cardiovascular diseases')]",explicit,Yes,"revealed', 'can be considered', 'factors of this relationship'",2g,,,[],[],0.0,incorrect,incorrect,incorrect
7360,"The discovery of a vast network of cities in the Ecuadorean Amazon has shed light on the sophisticated urban civilization that once thrived in the region. Using Lidar technology, archaeologists uncovered cities, plazas, roads, and agricultural fields that date back 2,500 years. This ancient urban cluster, believed to be older than any other known Amazonian site, suggests a highly structured society comparable in size and complexity to the well-known Maya cities. The discovery challenges previous misconceptions about the history of the Amazon and highlights the advanced engineering and societal organization of the Indigenous people who inhabited the region.",causalprobe.csv,Intersentencial,"[('""lidar technology reveals ancient cities""', '""sheds light on a sophisticated urban civilization"" effect 2 :""challenges previous misconceptions about the amazon""'), ('""lidar technology reveals ancient cities""', '""highlights advanced indigenous engineering/society""')]",implicit,Yes,,2h,,,[],[],0.0,incorrect,incorrect,incorrect
4019,All the decking on the ramps need to be replaced (for the second time) because of the <e1>damage</e1> caused by the <e2>misuse</e2> of the facility.,Semeval2010Task8.csv,intrasentencial,"[('misuse of the facility', 'damage requiring all the decking on the ramps to be replaced')]",explicit,No,"['because', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
5424,"Applying an intervention where everyone has a brother raises the survival rate to 68% across the entire population, clearly increasing the overall survival rate.",CausalBench_Text_Part.csv,Intrasentencial,"[('has a brother', 'survives smallpox')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
6062,"Forcing Villaret to retreat , Howe 's force captured seven French battleships , one of which later sank , and inflicted 7,000 casualties on the enemy .",ECI-B_MAVEN-ERE_EN.csv,Intrasentencial,"[(""howe's force captured seven french battleships"", 'forcing villaret to retreat'), ('one of the ships sank', '7000 casualities on the enemy')]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
